100,15.74100,4.62200,100.00,69.16300,100.00
200,28.54600,9.20700,100.00,134.45300,100.00
400,57.31100,17.10800,100.00,270.41000,100.00
800,117.21200,34.78300,100.00,557.81900,100.00
1600,263.41800,68.07100,100.00,1367.08800,100.00
3200,521.80000,130.86900,100.00,2806.67000,100.00
6400,1051.15800,272.37100,100.00,5613.75300,100.00
12800,2116.70000,537.95900,100.00,11193.41000,100.00
